Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h,Traffic_Condition
40.63148371,-73.71118302,68,15.20057334,57.96413681,Yellow,Fog,0,-0.940397873,89,23,414.7084591,18.04550165,High
40.63975646,-73.80902977,274,58.66834974,88.89551477,Red,Snow,0,-0.66138562,1,38,303.4832297,14.68462009,High
40.63361844,-73.8464211,71,40.6252699,10.10018259,Yellow,Clear,0,-0.481773732,99,34,310.2146969,5.479532229,Low
40.61289917,-73.85855402,76,9.475804657,90.96031095,Green,Rain,0,0.983669699,87,11,100.3469452,26.85351993,High
40.72474164,-73.90448021,272,17.27703109,64.10419699,Green,Fog,0,0.813664866,61,24,269.9494036,25.7028538,High
40.6141098,-73.72100382,165,54.04397321,13.82599469,Yellow,Rain,0,-0.178948631,85,46,64.33260562,21.5902663,Medium
40.87617039,-73.82674823,107,55.62514024,71.65269039,Yellow,Snow,0,0.587080804,53,18,484.5763875,27.72845925,Medium
40.7212177,-73.97768162,259,20.82024587,71.22080069,Red,Clear,0,-0.556606629,92,11,85.58975939,22.26437464,High
40.72233941,-73.80579854,36,48.09032317,45.66884876,Green,Fog,1,-0.865475026,41,6,172.0646595,23.99126963,High
40.89051547,-73.79625574,83,58.55124962,85.68454826,Yellow,Clear,0,0.580861453,84,1,352.5420017,22.07821325,High
40.85446471,-73.86668941,74,75.38320425,22.4156174,Yellow,Fog,0,0.455929712,83,35,444.7110399,8.021240171,Low
40.86555017,-73.91527328,299,23.86788077,78.4598811,Green,Fog,0,0.171712251,11,16,190.6187544,19.41849518,High
40.83254834,-73.91501431,171,62.6461211,53.98845671,Red,Clear,0,0.15780038,27,49,293.1516302,10.09485185,Medium
40.76613573,-73.75305804,28,7.163770375,18.11836273,Red,Fog,0,-0.054600435,4,19,54.853593,23.11161596,High
40.89224175,-73.97379766,49,30.09643325,35.3105578,Green,Rain,0,0.152192649,48,40,242.4095265,15.27602398,Medium
40.77251973,-73.70544897,211,36.13191052,71.53610227,Green,Snow,0,-0.916209319,88,27,338.6307591,23.2575224,High
40.73429685,-73.89899491,281,72.43345899,42.86304367,Yellow,Snow,0,-0.484043378,62,19,318.8454129,28.17386921,High
40.87589796,-73.74296909,265,29.02106105,70.70651142,Yellow,Rain,0,-0.178662478,39,12,374.5105905,19.2090878,High
40.84026025,-73.87847826,138,41.94883992,64.46986861,Red,Clear,0,0.33223797,37,2,277.0461679,24.30820224,Medium
40.85191226,-73.91561281,206,79.38690525,78.77118264,Red,Rain,1,-0.559658745,6,33,337.2544623,25.9612161,High
40.75548575,-73.92886464,106,71.16711919,81.53763147,Yellow,Snow,1,0.552540145,82,25,339.0576503,11.14892075,High
40.61944724,-73.85843478,132,14.00689798,94.72157088,Yellow,Fog,0,-0.544642461,84,30,393.8855961,23.46980969,High
40.67317818,-73.98937538,259,60.37496857,33.61374605,Red,Clear,0,0.649885461,98,45,460.8131663,11.1231774,High
40.65779344,-73.89825882,285,30.71655634,80.40083953,Red,Clear,0,-0.487146486,24,40,426.8347591,29.4433625,High
40.70065182,-73.75420847,226,75.81537993,29.48809936,Green,Rain,1,0.035039648,20,45,59.86987454,17.01226672,High
40.69644141,-73.98307264,24,17.80480045,79.79096546,Red,Clear,0,0.743027696,50,37,310.9810285,28.14037398,High
40.61134683,-73.96163169,297,16.65471497,47.27388127,Green,Fog,0,-0.812654541,25,3,267.7844819,14.13257401,High
40.72867333,-73.83811645,74,12.52314,49.5835645,Red,Clear,0,0.668255878,60,27,270.9725169,12.01356656,High
40.70467612,-73.83755062,276,75.93471686,55.7614141,Red,Snow,0,-0.190276306,78,7,188.7963206,18.56340833,High
40.64871909,-73.71071245,116,26.95429835,10.08965264,Red,Rain,0,-0.241202516,98,44,259.3091721,21.0491799,Medium
40.62278611,-73.86511801,71,74.92589082,90.93194491,Yellow,Clear,0,0.127138155,65,28,316.989254,27.49071216,High
40.78615577,-73.78244649,156,33.07738352,42.71354614,Green,Clear,0,0.657670508,87,10,249.769835,5.622356434,Medium
40.79733823,-73.84776943,168,25.27870017,92.40192154,Red,Clear,0,0.013206011,67,41,159.1074771,13.63789443,High
40.6016527,-73.93973748,128,70.67097196,42.6031092,Red,Fog,1,-0.249257037,90,32,329.2236521,27.88392464,High
40.81915314,-73.77517343,115,61.29267127,51.47608084,Green,Snow,1,0.10705661,3,37,151.6473169,29.33539129,High
40.80204728,-73.72360096,219,66.39280153,87.73231195,Red,Clear,0,0.935858432,85,36,109.0300138,16.11742786,High
40.60630251,-73.90983246,55,69.53456815,84.21767909,Red,Rain,0,-0.656858417,50,25,61.11068395,29.92700316,High
40.8864468,-73.95310645,190,41.42063908,57.13345459,Red,Snow,0,-0.520890707,31,43,319.5182179,14.00447024,Medium
40.65015063,-73.79057881,60,8.418055099,12.8013354,Yellow,Fog,0,0.796857206,39,26,55.31344297,28.80342148,High
40.7631233,-73.96097529,82,58.97433564,25.47847163,Red,Snow,0,-0.693745036,23,1,109.1805074,17.74212087,Low
40.67035412,-73.8757104,87,37.87706809,69.80868104,Green,Rain,0,-0.777659139,72,5,317.4390728,21.9844397,Medium
40.81306381,-73.99299608,236,61.13514512,36.90603177,Red,Clear,0,0.903865962,15,30,427.6363402,25.93312249,High
40.77110615,-73.90384673,62,19.35802011,34.72130059,Red,Clear,0,0.112802931,25,34,80.41196578,19.67769849,High
40.72553245,-73.75018917,288,74.49950407,22.93820684,Green,Snow,0,0.7258566,39,22,281.0688199,28.62796862,High
40.70282315,-73.75727243,244,9.062746351,56.51528427,Red,Fog,0,-0.957615691,19,17,70.95587436,26.19131623,High
40.89382858,-73.80549965,52,6.30427663,88.09022945,Red,Rain,0,0.650904194,87,5,496.730662,22.55859852,High
40.85163378,-73.90842955,116,49.0863622,35.42664962,Green,Clear,0,-0.81067502,85,24,85.16072185,13.13951494,Medium
40.67965057,-73.88927546,43,47.79797594,60.85601976,Yellow,Rain,0,0.594479855,2,26,169.8412159,13.12245755,Medium
40.79490768,-73.75343779,226,72.13110058,66.03773493,Yellow,Snow,0,-0.032848892,77,13,478.4561473,23.95198801,High
40.70829188,-73.99027724,208,20.83600267,95.53686498,Red,Rain,0,-0.270808038,45,7,190.9883138,13.91891215,High
40.82747703,-73.73922777,132,60.89359658,14.89611013,Red,Snow,0,-0.951996612,94,10,133.3477102,24.28383073,Medium
40.89279376,-73.86348393,236,51.82457519,10.52471541,Yellow,Clear,0,0.545211013,29,42,192.2891287,29.11282845,High
40.72509521,-73.7007463,282,13.17362923,70.58433803,Red,Rain,0,-0.743439359,20,34,292.9485094,29.46927209,High
40.63369445,-73.76380325,215,44.37902907,21.96213915,Green,Clear,0,0.221625809,73,30,134.6718644,11.02732215,High
40.86809086,-73.86972797,186,76.37739549,51.08868265,Green,Snow,0,-0.947531952,51,8,435.7821561,22.69028978,Medium
40.74641284,-73.71398054,133,33.92057878,35.19350089,Yellow,Clear,0,-0.094415889,93,49,196.822464,16.25798778,Medium
40.60205232,-73.95802922,187,48.16305904,37.56326373,Red,Clear,0,0.73002643,23,6,160.940594,25.58817956,Medium
40.88319236,-73.76548424,282,27.59735479,41.85069241,Yellow,Fog,0,-0.822484499,69,0,209.7827296,20.14250971,High
40.7499288,-73.75861724,256,53.05418982,51.58475403,Yellow,Rain,0,0.545996722,56,22,120.6107526,17.20064777,High
40.84701703,-73.75318893,34,26.20132843,88.38094727,Red,Fog,0,0.942454031,81,11,293.1029204,13.52241662,High
40.68638182,-73.9148237,24,60.02710545,87.09223738,Yellow,Clear,0,-0.14092918,47,42,419.1012314,8.615660169,High
40.72992233,-73.99319065,259,60.3141827,37.56210527,Red,Clear,0,0.608794624,68,37,307.8959519,17.51361232,High
40.65182098,-73.75982472,179,58.81751961,79.08361331,Yellow,Fog,0,-0.539550633,33,43,374.6097367,19.46531953,Medium
40.62038078,-73.79610706,47,71.87218226,16.28966606,Green,Snow,0,-0.397796065,23,28,239.0201549,29.50474632,Low
40.71391413,-73.74426879,294,21.48195197,37.24214981,Yellow,Rain,0,0.231369029,61,34,482.6517967,21.12686791,High
40.80909577,-73.93660425,247,61.83791996,80.25566227,Red,Clear,0,0.277313102,43,10,497.2036985,11.78662588,High
40.73240738,-73.81763152,265,30.41139819,94.55790613,Yellow,Fog,1,-0.204559347,8,7,52.79791171,22.13059308,High
40.81604478,-73.94551292,221,56.87284398,34.19962508,Green,Rain,0,0.786378948,58,17,305.9728769,13.30989321,High
40.83140305,-73.99415786,123,65.15256347,73.60380466,Green,Clear,0,0.627692004,44,40,123.4940233,7.73017739,Medium
40.78258391,-73.71778459,40,51.58710231,71.34985589,Red,Clear,0,-0.395771557,31,22,264.3009932,29.26701612,Medium
40.68232974,-73.70448491,252,10.94447399,34.63926312,Yellow,Rain,0,-0.687742628,66,41,93.99670517,18.59070132,High
40.6196367,-73.95881153,199,13.52369276,47.84938333,Green,Rain,0,0.484498062,69,29,448.2314686,20.38437916,High
40.64080098,-73.76311306,213,47.03134711,38.47214305,Yellow,Fog,0,-0.364491241,86,37,278.3557201,23.58436889,High
40.82111223,-73.992559,158,39.10524365,84.32323454,Yellow,Snow,0,0.755975491,39,6,227.6442805,22.95775622,High
40.86720191,-73.89720693,176,34.78615262,46.52388129,Green,Fog,0,-0.92215601,72,41,363.2218941,9.596965981,Medium
40.87016303,-73.91708332,68,57.54345017,14.69174643,Red,Clear,1,-0.742683301,82,13,63.20614643,19.37510177,High
40.643857,-73.74452711,67,51.42603243,88.44887679,Green,Clear,1,0.430040702,86,35,319.4900575,15.93642663,High
40.88275374,-73.99273679,154,34.47823143,79.60536061,Yellow,Fog,0,0.074315895,77,0,50.61529947,28.07123005,Medium
40.70936591,-73.88358328,157,7.597875075,20.54230803,Yellow,Rain,0,0.095993845,55,43,260.6407009,17.34777737,High
40.85955176,-73.8674562,294,43.61266789,65.94245233,Red,Snow,0,0.343868417,5,23,127.1515816,10.27149241,High
40.74326673,-73.9507776,226,45.58021001,87.44090447,Yellow,Snow,0,0.117220331,63,42,108.1236509,25.58673939,High
40.87416233,-73.91525528,182,29.58146534,44.3106135,Red,Snow,0,-0.379754632,51,20,281.2407229,28.82760352,Medium
40.89611376,-73.75277751,98,60.45618633,19.23732877,Green,Rain,0,0.607155968,84,4,425.5185538,28.41808217,Low
40.89933446,-73.84283126,50,49.06619812,17.92054893,Green,Fog,0,-0.878458877,18,25,153.4972279,23.32922782,Low
40.78167931,-73.77433652,75,22.02378535,54.58105214,Green,Rain,0,-0.878917956,27,34,475.4502283,16.89341493,Medium
40.6185781,-73.76072934,199,22.31680473,85.82966835,Green,Fog,0,-0.036705667,46,10,386.0545095,25.92989833,High
40.74158748,-73.7588105,118,24.04538356,83.76972204,Yellow,Rain,0,0.116914926,67,45,125.0663528,19.5214409,High
40.75628216,-73.73713715,270,51.10659772,62.91076611,Green,Snow,0,-0.566868818,82,5,175.7181771,9.399153025,High
40.62902657,-73.72006637,289,30.82280553,32.5137254,Green,Snow,1,-0.540884484,19,0,387.3992523,18.58720684,High
40.82104251,-73.94205204,133,76.0970966,81.44936874,Red,Rain,0,-0.405536973,50,11,463.7694795,25.25056027,High
40.78040295,-73.94259567,116,18.91017919,60.36428665,Yellow,Fog,0,0.366784553,97,35,328.2510872,17.12086332,High
40.71826943,-73.87641626,184,42.1460987,49.05615314,Yellow,Clear,1,-0.428929088,58,2,116.3725522,17.62997297,High
40.7384991,-73.98428982,255,34.81450159,45.27836043,Yellow,Fog,0,0.591581692,41,15,229.3862652,22.30827972,High
40.73502407,-73.96013888,78,75.45476532,92.98454794,Yellow,Fog,0,0.959173069,96,41,285.7420818,14.59053482,High
40.73940628,-73.91554633,140,39.50568182,53.64808413,Red,Snow,0,-0.302641938,21,18,63.03901994,19.55610543,Medium
40.69726383,-73.90254983,283,67.98478086,15.6311308,Green,Fog,0,-0.630879123,86,32,268.1162572,17.39388093,High
40.79493761,-73.87740637,87,42.46265079,73.73754656,Green,Snow,0,0.735046135,25,3,313.7070737,20.8023577,Medium
40.78761445,-73.74201208,28,53.11115541,30.22005755,Green,Clear,0,0.584406943,74,22,136.9270057,8.953911918,Low
40.71495551,-73.75896674,112,20.42669395,38.02656058,Red,Rain,0,-0.004411385,31,37,276.5713286,20.95173735,Medium
40.60588194,-73.96434501,31,74.78816221,70.42898901,Green,Clear,0,0.819171986,74,26,259.7060047,16.60320214,Medium
40.72295141,-73.99725497,16,75.07502518,82.20718585,Yellow,Rain,0,-0.15721186,93,7,107.308711,28.10980159,High
40.62072298,-73.81810559,246,22.9280056,32.58859967,Yellow,Fog,0,0.341836028,34,42,275.9703869,14.84293938,High
40.87574499,-73.86748327,190,53.77216731,70.04241276,Yellow,Snow,0,0.931620019,43,26,236.5030579,24.08062111,Medium
40.66032179,-73.77274889,203,51.46489857,11.90897709,Green,Fog,0,-0.745301715,87,29,471.1105618,16.34925588,High
40.74480677,-73.85351676,220,18.35709569,32.27876641,Yellow,Snow,0,-0.705542293,6,18,144.8959084,18.32095423,High
40.87967864,-73.99785006,49,52.63960908,93.65354841,Yellow,Snow,1,-0.758797207,91,23,114.6628713,26.62241704,High
40.77924849,-73.86099677,146,39.76591918,50.80650225,Red,Fog,1,-0.40898547,22,32,141.3722039,29.63690637,High
40.86788343,-73.7705941,120,71.14122033,99.44763102,Green,Fog,0,-0.115372819,4,25,175.3414729,6.052994546,High
40.88485323,-73.79087773,119,39.93442926,72.68275477,Yellow,Rain,0,0.250454046,53,43,180.6666724,26.70796058,Medium
40.80132056,-73.76169936,222,60.76854881,86.35701364,Red,Fog,0,-0.254643673,40,24,69.7379061,7.873178708,High
40.74145789,-73.80854039,193,56.17080636,68.429156,Green,Snow,0,0.159217999,26,24,173.658873,21.73209298,Medium
40.64471353,-73.9216077,11,57.16763464,17.68517619,Red,Clear,0,-0.70252415,53,22,139.4059385,10.68274778,Low
40.71161019,-73.84622773,88,79.03602171,58.0961982,Red,Snow,0,-0.999513869,79,43,103.1681516,20.43804376,Medium
40.88158857,-73.83601207,204,8.289248749,99.46862489,Red,Clear,1,0.62446445,17,6,243.7507181,25.89273589,High
40.7895031,-73.94220778,185,51.76810071,16.1420156,Green,Rain,0,-0.853214561,48,41,465.7980551,17.46117604,Medium
40.73960235,-73.73097716,128,50.19880967,54.11955953,Yellow,Fog,0,-0.948968395,79,33,177.620334,15.67438896,Medium
40.81748676,-73.77408236,168,79.57119639,51.2857428,Red,Snow,0,0.535058878,95,34,142.3225532,28.75963766,Medium
40.89376163,-73.80681423,236,11.79529476,32.99253542,Yellow,Clear,0,-0.943624528,63,5,207.9634667,16.00528552,High
40.89510967,-73.79983091,267,9.233086668,77.78215366,Green,Clear,0,-0.310923968,3,3,366.5044274,7.35747725,High
40.88263378,-73.84915526,93,65.90729074,82.12658582,Green,Snow,0,-0.162442162,67,38,334.2376511,16.07720879,High
40.84699241,-73.73264753,276,44.73143473,34.56020079,Yellow,Rain,0,-0.367199726,60,21,136.8044563,15.84425383,High
40.62032219,-73.74733851,258,32.74016829,32.09187623,Yellow,Rain,0,-0.708125997,88,22,156.8261628,8.217409218,High
40.625599,-73.98269718,190,30.55185149,44.74376008,Yellow,Rain,1,0.076065838,1,35,375.2609698,22.30548343,High
40.73887067,-73.79685006,221,35.70585511,59.31303068,Green,Rain,0,0.588531225,85,45,457.1612538,10.82910286,High
40.70893631,-73.90292358,246,44.41162359,29.34176398,Red,Snow,0,-0.754654252,25,32,364.0356782,12.55701951,High
40.72338242,-73.82275129,285,72.01328717,54.3632542,Red,Rain,0,0.063197942,20,9,359.5972848,6.092743814,High
40.85239378,-73.9079849,31,71.78087126,29.93495863,Red,Snow,0,0.305612148,83,17,342.8425853,27.03497339,Low
40.78717252,-73.97914832,298,11.07677391,64.673032,Yellow,Rain,0,0.495749314,26,32,355.1635339,6.907206828,High
40.88622158,-73.88069235,233,33.09226624,42.96823852,Red,Snow,0,0.971248224,83,14,276.2865314,25.84029072,High
40.69262451,-73.77451443,145,48.59548418,99.15756315,Green,Snow,0,-0.959223515,71,18,266.5239236,14.99580145,High
40.76028997,-73.97979536,214,37.29428573,70.84979137,Green,Clear,0,0.730987133,99,21,463.7017679,15.37104168,High
40.87658991,-73.79030183,252,60.10296756,13.97894446,Red,Fog,0,-0.386157714,79,38,358.9518313,22.86499108,High
40.69933701,-73.77180638,192,55.06679431,39.40127649,Yellow,Fog,0,0.546350596,71,47,53.10329623,5.918429487,Medium
40.82696442,-73.7160612,189,42.05337744,75.88048446,Yellow,Fog,0,-0.286831561,93,12,144.0948651,23.44748267,Medium
40.77452546,-73.88969487,33,19.38967534,22.11022213,Red,Fog,0,-0.510768721,39,40,427.5242221,9.4372918,High
40.89616078,-73.86755873,223,31.27827699,32.08298166,Yellow,Clear,0,-0.618844252,64,33,426.294109,17.25630472,High
40.79273609,-73.93841172,284,8.079006234,19.02099139,Yellow,Snow,0,-0.492882983,65,32,187.4032512,17.59576189,High
40.61181619,-73.89240804,47,32.08848168,71.77709408,Red,Snow,0,0.192567551,43,16,336.8555112,17.40302337,Medium
40.73732526,-73.8798826,128,49.34468553,70.6911746,Yellow,Clear,0,0.042421415,45,23,337.3742027,7.980191095,Medium
40.7307256,-73.73217654,15,44.81256911,91.29286278,Green,Clear,0,0.580647442,48,10,299.8821239,20.6029942,High
40.64602322,-73.79882378,140,28.88768401,24.99037532,Yellow,Fog,0,-0.088805546,93,41,172.6547447,22.23647923,Medium
40.89193185,-73.933315,120,73.70693996,24.21485445,Green,Snow,0,0.901839656,43,38,341.7534084,22.66045687,Medium
40.87377536,-73.91501222,71,9.397891644,29.85699327,Red,Snow,0,-0.949270848,81,20,430.7533742,19.10047131,High
40.86147579,-73.92850591,158,35.8005016,91.18713856,Red,Rain,1,0.26261702,95,10,273.3013946,14.02688179,High
40.84183793,-73.75662439,207,72.12367712,61.00300956,Green,Snow,0,0.856905068,19,38,148.8235913,28.26346243,High
40.67744297,-73.90750954,160,20.98677022,10.92464863,Yellow,Clear,1,0.444640715,52,21,78.24104352,27.47667428,High
40.68536079,-73.75969081,90,64.50176004,77.23546848,Green,Snow,0,-0.773158854,95,37,400.0272513,23.51306997,Medium
40.77197014,-73.8041223,230,68.25138049,67.40637905,Green,Clear,0,-0.057325298,97,13,339.1185733,20.98714184,High
40.6189947,-73.90324108,161,39.27606298,80.02010523,Red,Rain,0,-0.817966647,92,13,235.0323023,24.90828499,High
40.60182924,-73.74853912,31,51.30915155,12.14941998,Red,Rain,0,-0.786183534,73,12,450.7471674,23.06525531,Low
40.64734747,-73.9382701,183,16.67277693,69.6148868,Green,Clear,0,-0.423318492,73,31,174.8272856,20.39650548,High
40.75016127,-73.94336506,271,13.56643618,28.32299992,Yellow,Clear,0,-0.284231299,72,14,297.2702838,14.79854183,High
40.79220666,-73.88827067,28,25.13508411,21.50222935,Green,Fog,0,-0.999818917,71,41,303.0163975,25.99845069,Medium
40.78771877,-73.8374626,201,62.48815626,94.56515409,Red,Rain,0,0.889647875,88,43,330.4467256,15.70233816,High
40.75303502,-73.77543977,76,59.13466211,75.99926188,Red,Clear,0,0.050569416,36,13,239.6139507,19.02325985,Medium
40.65442742,-73.96692826,75,27.36781088,13.89987756,Red,Rain,0,0.794731698,30,43,395.750188,5.689512883,Medium
40.77472467,-73.71000817,234,61.70319262,42.49186665,Green,Rain,0,-0.814060736,3,36,277.7133732,7.558001744,High
40.75976237,-73.87185914,212,75.57005074,62.88215457,Red,Clear,0,-0.398961215,34,4,158.3217528,9.845365749,High
40.61834257,-73.7782154,66,9.501020995,16.89493742,Green,Fog,0,-0.097151826,31,40,398.1223981,15.28482507,High
40.68861659,-73.81220942,98,20.15440337,94.70685694,Red,Fog,0,0.095236932,52,16,491.8944758,25.67489072,High
40.79351805,-73.96523722,279,64.51764518,87.62400509,Red,Snow,0,-0.234332178,94,18,423.5375921,5.616407499,High
40.80389073,-73.95202484,169,36.269486,19.08158172,Green,Rain,0,-0.429165768,31,9,308.4340218,15.70363198,Medium
40.86981915,-73.84313909,280,36.57614882,63.58710681,Green,Rain,0,0.622080934,28,28,348.7549889,26.72424207,High
40.60383857,-73.73361649,70,43.53525655,89.09578437,Yellow,Snow,0,0.788754739,36,32,375.5467919,5.834643328,High
40.64659226,-73.80723847,180,69.07025736,86.1461221,Yellow,Fog,0,0.488904076,37,4,321.5316619,7.456448205,High
40.61963988,-73.94302927,57,6.226849881,12.00778741,Yellow,Rain,0,0.459520069,40,48,406.4627604,7.080907161,High
40.60001638,-73.89639112,292,9.699933193,19.84436889,Red,Fog,0,-0.711217456,79,5,181.2545078,25.49421569,High
40.76503999,-73.87785191,74,77.64760438,41.3746437,Red,Fog,0,0.128235269,46,5,273.0256219,24.83705363,Low
40.73846072,-73.71463216,208,17.98936675,88.64038819,Green,Fog,0,0.948020439,16,12,443.3473324,19.90274959,High
40.89110714,-73.92467626,119,66.16004138,82.01432861,Green,Clear,0,0.989562427,37,32,168.6084408,25.5623328,High
40.76616325,-73.86923504,173,66.26411637,22.01333764,Yellow,Fog,0,-0.451207942,88,44,162.7946549,5.235200438,Medium
40.84284095,-73.86553514,279,11.27298226,84.2445604,Green,Rain,0,0.734558338,19,23,395.4544633,16.85473453,High
40.89240977,-73.90277752,72,41.6466234,43.95333088,Red,Rain,0,0.837007525,59,18,144.5094931,9.775146863,Low
40.69930666,-73.95314404,124,37.37547415,53.56603303,Green,Clear,0,0.638785964,72,5,351.1847951,17.03928935,Medium
40.71569567,-73.81056226,124,17.52916256,45.58553705,Red,Fog,0,0.476379496,24,42,429.6101576,12.83298459,High
40.87872206,-73.94365958,30,14.83847512,10.03691671,Yellow,Clear,0,-0.242578192,94,45,321.0078435,8.081883546,High
40.84482433,-73.71273448,251,75.89966332,90.16891859,Green,Snow,0,0.80226452,28,11,142.5565456,7.94343444,High
40.89465144,-73.88716187,212,67.10490425,58.58176159,Yellow,Rain,0,0.125085529,15,6,353.9560704,13.95660528,High
40.86877079,-73.86045343,274,12.93999057,88.43081655,Green,Rain,0,0.075555314,82,20,424.6216993,24.60342527,High
40.65122032,-73.73124799,281,32.51774975,48.11572626,Red,Snow,1,-0.668026286,59,37,444.7620096,18.60423831,High
40.65037932,-73.99498686,86,78.59886817,97.19963275,Red,Fog,0,0.724273969,40,17,205.4324176,6.521633688,High
40.78720192,-73.71040281,143,12.91010707,57.08621709,Yellow,Clear,0,0.514071074,79,20,300.8042613,29.64734651,High
40.87846908,-73.88024671,239,37.65938657,91.62231581,Green,Snow,0,-0.027720148,46,45,225.323606,24.07285499,High
40.67779193,-73.70684052,184,10.16040205,59.6218865,Green,Fog,0,-0.202610429,99,23,469.9371632,22.32216464,High
40.71848357,-73.78061201,262,14.04417265,17.71691796,Red,Rain,0,0.201110317,4,20,277.538649,17.37263317,High
40.60600302,-73.90015957,53,41.29616341,25.93496758,Yellow,Snow,0,-0.114102472,28,24,454.975879,22.64989203,Low
40.64209165,-73.75350432,124,31.9965957,25.71284315,Red,Fog,0,-0.528348999,64,15,238.3509058,18.52621923,Medium
40.79581634,-73.95963438,260,54.94953922,14.93002673,Yellow,Rain,0,-0.118251978,29,47,493.9237466,9.086111385,High
40.87236996,-73.9222975,101,24.85416229,48.77536539,Green,Clear,0,-0.982893196,27,42,355.7712059,5.868753207,Medium
40.81634859,-73.99582306,130,13.61503739,55.30501997,Yellow,Snow,0,-0.907238316,43,9,300.8031078,24.34939123,High
40.79148602,-73.8664419,129,25.28384071,84.89930637,Red,Clear,0,-0.239047604,96,27,119.735892,20.81641364,High
40.70219144,-73.97700884,162,11.95051988,13.23427649,Red,Fog,0,0.358528131,63,37,231.6579423,5.979664022,High
40.87298828,-73.86982852,243,42.53461917,60.25325385,Red,Clear,0,-0.781610423,45,1,462.9908818,25.95485375,High
40.78611808,-73.84720986,90,19.12577162,61.87367337,Green,Clear,0,-0.716514301,96,2,381.9912759,16.61018167,High
40.85832863,-73.77082697,155,28.54267317,54.74805526,Yellow,Clear,0,-0.028491753,52,49,110.6726868,22.36006139,Medium
40.80730025,-73.83287539,125,65.361013,23.94812706,Red,Rain,0,-0.991869227,71,43,66.38255091,15.20202058,Medium
40.73752667,-73.9681634,96,44.53545933,33.74003673,Yellow,Snow,0,0.650341898,97,4,243.8299603,17.15632566,Low
40.84185571,-73.70617478,112,26.7675135,13.69360762,Green,Clear,0,0.931480779,85,44,200.8097149,20.52449596,Medium
40.61542955,-73.73910104,269,6.450559226,63.79563267,Red,Rain,0,-0.52339084,18,29,172.7858295,23.99975959,High
40.62829615,-73.7605242,160,45.18219757,83.09967776,Red,Fog,0,0.688910269,34,26,492.2429931,29.44973557,High
40.76937534,-73.8188394,188,5.33606759,72.0260367,Green,Snow,0,0.700991849,88,28,149.6817583,28.50231888,High
40.64608898,-73.77370893,181,12.03385985,67.44450701,Yellow,Snow,0,-0.314384242,13,24,128.5528436,25.28303347,High
40.85538294,-73.82294391,24,38.25131156,62.47442938,Yellow,Fog,0,0.615511085,92,9,255.9394783,27.3120251,Medium
40.67849763,-73.71172917,198,32.45803687,56.65592667,Yellow,Clear,0,0.162019067,10,44,194.3051154,8.473236201,Medium
40.60155558,-73.75090078,121,30.72354339,35.42821117,Yellow,Clear,0,0.417109247,77,30,393.3421312,26.38198627,Medium
40.68444097,-73.7910542,144,9.093995679,37.2491189,Yellow,Rain,0,-0.831304411,45,21,350.0690989,7.895807617,High
40.66667258,-73.78368216,25,66.95561463,14.77299469,Green,Snow,0,-0.217132822,5,2,140.6151439,12.96032244,Low
40.6235343,-73.71322938,75,27.11752588,72.50838347,Red,Rain,0,0.916812004,43,35,415.7355504,25.39620217,Medium
40.73053946,-73.94605259,107,11.75096227,37.44435864,Yellow,Snow,0,-0.975788742,87,46,110.8526773,11.41779168,High
40.80888658,-73.79372817,42,57.80273362,57.76834475,Green,Fog,0,-0.66957221,11,5,280.925595,11.57583511,Medium
40.79014965,-73.73506046,35,50.56594326,12.38366003,Yellow,Rain,0,0.452477037,50,13,347.60614,5.98486565,Low
40.87311562,-73.78194571,223,53.88271992,36.29188206,Green,Fog,0,0.081442327,74,15,264.3005817,25.70041805,High
40.6062921,-73.86111654,121,68.56187244,41.37409281,Yellow,Rain,0,-0.623350623,13,13,161.0602762,19.430895,Medium
40.85646788,-73.71042776,245,15.86485322,83.5928843,Green,Fog,0,0.449367134,20,42,117.1581742,16.40282689,High
40.60651171,-73.95416966,206,34.18366898,45.34914116,Green,Rain,0,0.166448848,80,4,170.9727278,23.4837543,High
40.62500773,-73.79059919,49,64.12740614,80.09459368,Red,Snow,0,0.491983431,77,26,61.102279,27.0323587,High
40.65326958,-73.81868164,290,18.97740611,32.45865477,Yellow,Rain,0,-0.898230081,5,8,345.0433343,19.99699107,High
40.83338654,-73.75264644,267,65.18309559,45.02264535,Green,Clear,0,-0.959309377,47,4,342.7211675,5.160821311,High
40.8044633,-73.77540019,215,36.99264226,40.64782738,Yellow,Fog,0,-0.047367237,44,41,283.2931949,27.69185383,High
40.68705486,-73.89620695,169,9.352242635,69.01101064,Green,Clear,0,-0.202900174,97,12,396.1290725,28.72133057,High
40.61990469,-73.76615738,150,41.77473115,78.30369571,Red,Snow,0,0.876030006,42,29,215.1787825,10.84461898,Medium
40.60981095,-73.80189295,295,63.63524976,44.29533731,Red,Rain,0,-0.188167839,48,27,482.6739627,15.14739993,High
40.70373231,-73.75918093,95,55.50048579,15.72376698,Green,Fog,0,0.240080986,88,4,228.9813118,21.21415107,Low
40.6312248,-73.7336567,143,55.11548721,50.90689242,Red,Clear,0,-0.931626716,10,20,70.63762777,24.29157869,Medium
